,A,B,C,label
42,2906.152759095131,-265.24389999322045,-157.14138312577685,89388.75048878373
43,-763.2595683568927,877.4454014337852,-240.62137907836305,-303.74078722515935
44,3159.293723732049,-351.21381630967085,-188.90765537663867,134504.75300026947
45,2126.0779715506096,45.20718372041043,-110.50773699548039,19285.11990547233
46,-3779.7912420387943,1267.7924330051355,-39.4188798288246,-352166.5101411429
47,-2781.3447126782057,234.10319448388097,-155.7420363626945,-80207.0900542955
48,-791.5262286517266,121.52098467027284,-122.51453395479922,-161.95152798323306
49,-591.7285961138241,695.1678602402219,-108.96743455643974,-84.57104464250506
50,1463.1305037941586,969.476136360095,-52.73099916989433,4831.796682548538
51,3960.115053865099,982.8087002326694,-332.8976116390161,459334.53169498657
52,-163.46859058047434,-629.5271257771701,-209.67394596458362,-22.563120204724072
53,-3764.5489038263745,571.2914208984135,-123.57130646381984,-351857.5282330475
54,2195.8069468110957,-141.39358822145374,-181.78301764604865,21467.91441610815
55,-3338.630086152839,38.99644007740375,-125.0820426653751,-200173.0634978711
56,3794.0548288873783,88.34409321471131,-133.5117579826657,355580.5502984717
57,-2361.2427667432867,309.3380824605495,-236.59336498686798,-36525.37177002957
58,2021.0339025759265,739.0021863330248,-95.73815147719205,17952.70899597149
59,-705.1455940749887,-67.24438446176333,-91.55611587036263,-96.71497159390583
60,-682.5362473835794,500.2333361443232,-94.06087852069395,-92.296856113787
61,-4865.531792253505,387.82054807073644,-137.91167404213851,-1280149.9475206665
62,5447.507597246176,969.3546889553543,-190.42577078220648,2310454.2316350946
63,-2611.0405987113286,45.966508625281904,-165.9653277456381,-60023.62734403998
64,-4022.321293477475,-171.14542472430173,-274.7360822421265,-534699.1175962652
65,2922.1419973032785,202.67649261486073,-107.82522249014404,97714.91675291037
66,1021.4233373280889,622.3828236412445,-137.52577590131958,660.7223613367312
67,1131.0785897700578,-260.863302028301,-213.82002669156122,687.5744917631292
68,-327.1882369883644,286.17404959171006,-146.7288065880454,-3.225435367111853
69,-1448.7747800904222,754.5513800322228,-119.96281362310896,-3280.390464923279
70,-673.7542456528694,-920.1868720993482,-270.71228437028645,-536.8404532403114
71,-990.0653509428132,1429.2923438599814,-119.06898149974029,-1730.5213126015185
72,-1636.7527514027008,837.8486641722932,-196.3427327553682,-6178.452603091705
73,-565.4436674640272,289.3799343781468,-190.61022382813775,-35.719441465278194
74,-1909.7390825690297,323.93766272106166,-118.31047335883444,-12120.487156145695
75,-1476.004583024394,402.8215270631771,-91.35750066858424,-3325.100550775611
76,1713.8266474274308,944.4622608335245,-125.25206946440974,8958.178072874405
77,-318.5403958941774,-482.1493433892814,-219.728981108034,-23.74605723943718
78,7507.43494143993,30.57454180024743,-126.35406479115716,10933168.284420678
79,1734.1031702542916,846.8652128248549,-99.0365062694494,9128.803875948006
80,-1069.3168361630258,264.3184532612602,-152.239834756803,-712.0654621115419
81,380.6246274750973,803.2456264263564,-33.670880288387835,62.47091194799324
82,708.4918641703055,-149.62250068835874,-199.4387269784565,59.483195790016
83,-1829.2853633185478,-139.329049583546,-107.0748274703673,-10438.451769785699
84,7306.1865840964,246.76187689471152,-117.08633872840318,9643661.3453904
85,548.8946306182551,-823.2102517666051,-153.43588973074392,79.78305736855971
86,-1460.3012622721578,213.48835805612663,-141.57587173429226,-3285.039919455202
87,317.3021779610946,461.6002423431577,-74.18037356241187,6.94708830084774
88,-2335.4198003042547,1156.010874008759,-153.2758869497598,-34812.93723114993
89,2732.3512644144835,137.72768175789338,-162.65623222613155,67682.60641882016
90,-993.9053716823876,353.73654549590253,-84.55637987198256,-473.2180580099801
91,1223.2709910734234,1023.7077504820318,-76.62723614257443,2404.7670362873487
92,2336.1993576262857,492.1362397750672,-170.46399431982084,32597.275110863335
93,-1864.8723805842221,-34.031322212650366,-105.39923299412152,-11211.425882189305
94,-200.37633643840473,-51.783483917216984,-76.43958388198168,-0.26908703767927317
95,-1752.4382360386005,917.1527217230926,-160.45018633128868,-8560.436115544808
96,800.273996247437,1004.3299283036678,-39.86300993168335,588.242122065146
97,-189.00215439498763,-357.4244020581948,-225.95762498985323,-5.671965596385734
98,420.5585664953373,1251.1466783651745,-95.41681554430573,336.0412553692638
99,-6412.933648139689,-784.1367473873236,-206.18337910312823,-5484048.437560705
100,-3014.5125052638427,9.940976694803567,-36.08536834815145,-117329.78390482326
101,1411.8248101574661,-318.7237362891775,-121.61176965373258,2317.837144157748
102,384.4907489944505,-1033.1073596348892,-133.74639325242111,82.91273626741103
103,-1691.1306995740963,-463.53539566700954,-74.264112312138,-7717.909948103906
104,2409.455538914762,-763.0518121787134,-163.44042909408162,34435.39112250649
105,1884.0424158936546,609.9969025944268,-39.34836447328698,12674.99335675467
106,-2583.490151424209,560.1924098055821,-74.98049413075258,-53060.17137821913
107,6225.383904150118,139.72048956663699,-219.3337112601988,4227759.499781387
108,-3214.1512306224,741.1153098515267,-224.5994995668429,-164010.03270868538
109,-3175.2531129717268,899.1255726146212,-280.08901217024174,-156783.54742396603
110,1788.8253317288961,-953.9187930560336,-151.79461989736464,8292.82046350727
111,1696.9306703411955,594.5937518610913,-170.2390206988053,6933.947073647311
112,-1243.3744263854067,4.1258020989323825,-85.23512315260389,-1484.202142992462
113,2464.2653239547185,243.2266622497648,47.86918902222689,44839.99307975744
114,-1852.0137804621768,-93.95776528912347,-188.12768444764492,-11494.458928444006
115,-4740.05097723871,1247.088524230444,-67.11448340029676,-1088197.6903331184
116,-2848.2471521207804,222.564288472788,-37.79692455598935,-86729.11691489238
117,-101.94949313421603,1838.4075421510418,-193.46590827391597,-86.25898302154292
118,-3160.059584595826,242.32248231345224,60.81193440944662,-141169.89453109755
119,-1548.1831611484051,961.9077705751566,-187.22676787085157,-4991.89486485674
120,1088.698073699647,725.9615634240274,-102.2914877421777,1025.6008255392815
121,2308.2159661799124,-542.8658733449073,-71.10297212681938,28565.610449421492
122,3010.627786773035,-591.9289368038133,-97.92321912351873,107718.77566886798
123,-251.72575100067758,-416.62634122249347,-173.24614988533563,-8.996720412671408
124,3307.316165794563,392.8795877306148,-162.57331027611716,182534.34980067375
125,-2702.3736498999665,440.32611143028123,-88.0698024046215,-66959.44829650043
126,1378.7476882672279,1035.107494601052,-122.64279731365247,3742.964804594649
127,-1392.5503440509303,204.28094425950843,-152.08663839798828,-2620.0360155605904
128,3449.688581617355,1950.2942498972156,-191.8337018381932,307331.2917891998
129,-4297.054721001273,1564.6212002639008,-19.741864791766943,-668968.2778706258
130,-2279.214228701775,18.316926623442356,-110.0010057894581,-30044.9276563433
131,-383.47224209414304,173.06184470329225,-151.17108026441912,-5.297751977495892
132,1056.6285940989706,-1971.3260165571492,-226.73146187914534,4250.302573626801
133,-5068.187954447792,187.37526149012956,-125.03890236368792,-1581062.478866201
134,2256.0223888801083,-384.90465146770987,-112.39366696917907,25064.237410582846
135,-3302.8481105362393,516.6720125820643,-197.50780715707268,-187495.5861826824
136,-1185.923808395478,1143.9839100311465,-78.79184968780379,-1863.5473909772995
137,1932.046829949578,1155.5887147188282,-71.42648962832085,17983.266343263436
138,926.5933438629419,597.322341750453,-186.6453146803297,386.6978049869522
139,-3743.839418768476,1494.6106817559323,-139.99240858373312,-348194.5519196554
140,-4696.95903888047,1164.9006758502128,-103.26895361832759,-1046647.8923584225
141,-657.284381814763,-364.5668705460355,-46.21386662165888,-90.01254251128691
142,7706.306623880417,261.6900696246827,-209.75735615164052,12440865.12969389
143,-126.13499366262326,218.77131848845303,-103.57005872783199,-0.10830277268116989
144,252.24630765179185,321.64505203437784,-184.99870526872488,1.141398464102213
145,-5494.0208920797895,-152.32031147413176,-93.02629112823485,-2395819.031862607
146,-1367.298533219679,-320.1346313719448,-176.32388240955433,-2869.4245051534626
147,-68.35977855522074,1232.596795832455,-199.28892481462938,-14.294288091059151
148,-3270.0493747671485,211.15275381848926,-115.8935732378282,-177415.2179779233
149,313.2794996214194,1040.4739807684546,-104.4289003767447,113.85296060141557
150,-3161.098553600667,-142.10518085019754,-52.2877819515419,-151943.7893243327
151,3868.6635507447468,18.59739922715204,-261.3406287931538,376475.34249595314
152,1046.031748383493,-1102.096870446984,-126.91038764569664,1017.8502232160395
153,-1141.2794049863273,-811.6631514480523,-112.81433574427416,-1777.3939311099118
154,-5237.739891207991,204.29395014049535,-150.98027702590986,-1870609.0490496687
155,-994.1660167805392,655.442598895745,-82.28786211285721,-546.9626373703948
156,-4681.542280769927,-1004.2713375548847,-115.80051316884143,-1182863.0320966458
157,199.30790502304242,1106.278697640057,-98.20826342788077,94.16084673888382
158,-1970.8007643039434,72.27037362055952,-141.3806479685249,-14738.302833130396
159,-6357.821884865411,-441.75924269409063,-95.1481460109582,-5039413.251927488
160,-3774.965745639189,457.22711472572735,-86.3960562837941,-355041.1245629977
161,2348.20853708049,31.60375096420367,-65.43273210317894,32446.73107574918
162,-5172.916831620199,715.5237734697366,-101.87310990633797,-1705551.286882044
163,3834.973407237419,644.013379047263,-181.4775585644974,391948.5289512675
164,-495.93132356116826,-539.716405121196,-90.09149903632648,-54.20287938762143
165,1702.6864027928136,39.43555789439128,-182.28081266611989,5984.107273002147
166,802.1249868370952,118.51218857869057,-234.51881473923655,114.86222478432181
167,3268.5981591560544,-1197.825109604968,-212.80012877883453,160232.02234001987
168,-2890.256834132984,536.1722654516951,-178.47493611975585,-96040.37501056274
169,6003.574774004547,1383.911136620555,-93.8255593991085,3950768.7291752584
170,2825.245849125418,524.6113630486268,-196.99776540215998,83583.29429188036
171,1702.4324930767555,953.5693520417244,-126.94928320323048,8727.978687605624
172,4468.393849456749,-1174.9686468166383,-142.16851902016126,776673.0498842547
173,1655.1364711678598,429.5057283467629,-136.22804156033195,5909.222299585554
174,-2738.207797068467,-990.9092269452017,-80.41824174282124,-89857.35539313531
175,-678.6243278527884,144.3871982297887,-202.69555541211972,-84.79462083865906
176,883.1769820854048,2693.169486805364,-205.8702190260698,15044.772873137556
177,-716.5482026741066,352.48512942715035,-194.67072968831894,-110.2462169945679
178,6918.623706591881,398.07568174780715,-231.41717962378064,7266372.4389025085
179,1752.7423811170781,-224.88664190109984,-145.00122220942092,6890.074662974314
180,6564.949291607218,559.3582657239571,-203.67934946810516,5662362.050216162
181,3238.131943952079,-1818.9137364326557,-160.66106845172914,169051.23802649154
182,-4259.262968690224,21.0065577775608,-198.19197726143454,-684223.5065093853
183,734.0918003320934,1107.4562802816645,53.93689802180921,692.9324504656905
184,1484.5831960040562,-156.48261724994978,-225.8913641033364,2796.9020117659843
185,-4760.871703146581,410.05976517858085,-89.0975457521396,-1135795.0034323684
186,-1374.2784131071887,204.17286975111475,-323.05591530213155,-2758.276684697536
187,2425.9535700459483,165.80607544995823,-47.99187686739852,39247.819205350956
188,-1153.6561122018845,-1265.238099073531,-38.62619616091315,-3072.6468472679876
189,690.7069406053126,682.1226810665163,-85.88346416100896,161.52583012176262
190,-1156.3975542097944,867.3594933057606,-176.20706519205783,-1321.7916034174632
191,2287.808304937316,-809.5312886663417,-73.47927196104817,27648.882780943077
192,-6217.108201912895,1182.5963630615997,-205.01551788828,-4305010.5139442785
193,-1693.306493806779,933.5369987477974,-81.499637548099,-7089.076137919448
194,-4793.091366425151,303.8078856668277,-103.34565620019843,-1184207.6503057065
195,1610.9210801223833,-381.34448016138583,-74.45470865431967,4661.130497040649
196,-3475.7328807824806,1049.5910343045862,-254.05897642072244,-243457.4491910672
197,2967.0610139781047,-66.05592410003857,-151.87400100999534,100931.57061723842
198,-5530.983393742182,963.1319096318873,-223.85131876445814,-2419605.1860843217
199,517.665719581606,556.8635991410906,-112.5737980826704,39.88249431975228
200,-1421.7199211378158,10.082720118327558,-166.10234967108644,-3042.5875757019153
201,3095.4738389702084,-281.0757423898817,-249.71706484530284,119236.97907798391
202,-2034.600815418405,-340.347617388957,-186.5403666707014,-19265.90043600152
203,-1143.9673503470892,374.1459420704406,-195.30976391792998,-1022.4990622482509
204,-887.791982395893,500.0231306822622,-144.84251856046848,-307.1350707697356
205,-1684.5429481802275,539.9067448443407,-149.77672055074513,-6608.92724294042
206,-739.3408716181644,-634.840480705816,-216.7297868748448,-327.79078259815253
207,-7576.234065167205,-792.2981225252558,108.56149919158088,-11897951.253242563
208,-953.0901542797336,834.6248720156011,-109.84201558246585,-567.9453404239141
209,-169.06837915793975,-487.9754214640692,-48.54764637058436,-4.388166658251111
210,5970.938778393839,433.5390055718508,-130.30913812388656,3542674.9038650556
211,6454.657980923034,651.762914336249,4.827741535983421,5421724.929124518
212,-20.033034967165946,611.4908318048801,-188.26843454231334,0.457540810961019
213,325.7314634426604,111.53537560512225,-335.95430238550966,-0.2258197496963079
214,-4229.379048576197,-571.7479083332468,-81.6686073086765,-678693.5163617606
215,-155.47363425089924,648.5319211112721,-234.40295654226702,-5.491301097574946
216,344.21108960137025,182.9983162262157,-31.743572042804132,2.8041534184618113
217,-4616.685989553803,140.53680700418687,-61.08428656284153,-981928.5226812388
218,11.095931718286081,1593.252544337251,-106.34481936791359,135.32264462894605
219,570.8997678772241,952.7781044621449,-184.9547611213757,184.1020408127586
220,6798.113109964258,-209.04505521371033,-82.80750250427506,6622772.407384056
221,2901.649979772206,261.4960889463027,-268.7353895559388,89322.52536188495
222,476.4798054120584,684.1486087126655,-138.65890614118007,48.708843838770655
223,-3357.7357065217475,1381.6378797443297,-78.18784118144804,-200407.6784123935
224,-1853.8808483468251,1113.7950435316243,-154.3700762698864,-11804.52948048019
225,-287.9939019885599,-939.7527471750291,-237.3251371270154,-152.2254537283726
226,2829.988656744933,125.05072455683295,-149.5276277964951,81096.2080471392
227,-2560.677471258725,1293.5602097623453,-123.67513561541838,-54699.832600076414
228,3695.4705817372915,-364.0715787598722,-59.09367442625013,308464.1620584761
229,3237.5893991046582,250.09049431524159,-181.4784020077532,160194.95756735743
230,4825.679967398969,334.03105268253915,-249.34538212040192,1180769.3546545964
231,-1940.1758439297394,545.9328406111161,-80.4690289718748,-12821.358621844041
232,1113.3305601649702,660.7824305100222,-141.47185186511578,1009.0664820162601
233,235.8441551651144,-764.769546084871,-146.62170105941235,9.77221658344576
234,-6050.14647680898,706.1017524305048,-174.8683730600913,-3779262.3083670884
235,3597.3557216909235,-777.7084818952428,-28.184001951273686,268415.5969911668
236,1147.2694645202566,-54.89724681433097,-265.41196692546544,708.651195508484
237,-4236.40538707369,-161.39167268528297,-241.43601046511134,-683646.5777446614
238,-1459.525863671445,-225.8029769177129,-184.4513172154519,-3777.373341013217
239,4846.428713121993,-624.7104237154059,-63.18594666476356,1194243.3133322115
240,-1833.3260318752577,-100.28562807160563,-129.8414555022165,-10596.770005857277
241,5057.454361548446,-737.3706118562006,-85.51175739713652,1469039.7438702192
242,1877.3279278868265,1620.9789193452466,-47.76595112504624,22362.008816105412
243,-396.40099908183504,253.3055245663301,-136.80855549915458,-6.458903264969921
244,3281.788035422401,894.0833446052662,-143.23226559736224,191203.7298177572
245,-288.5244186889146,-541.1915704475484,-158.9513029553008,-20.72636837234636
246,-4862.950741450683,-211.27376167191682,-118.90176155526859,-1319438.143169812
247,-2576.779603942707,334.95764753961515,-94.07246732765924,-53228.34395774583
248,-161.870244052537,688.807816238319,-140.8800290798551,-7.992040387721624
249,1541.0873872371703,1212.023972910889,-222.28029110515112,6376.744878381634
250,1745.8236297083538,1593.5131422955935,-111.40016036724295,15940.29153070238
251,-688.7212923132353,541.4248216405058,-100.52772454478257,-102.43849339304387
252,-1788.6100400029225,554.2543741516033,-37.070778479393155,-8402.582186161613
253,-1539.27020806284,871.6126276625006,-124.66808557396243,-4548.201430598064
254,460.3422542281778,450.8774667722387,-187.18883315375814,15.218666325828114
255,-15.412878999449049,1466.347898776363,-5.274890677616469,96.03886047735372
256,-3868.021553006332,1993.7225237475432,-84.67106343459277,-423642.6792249905
257,1457.0025261936976,-9.1695085024499,-85.55633258741425,2871.1304878018027
258,41.95962250385122,-586.2342692973458,-160.86943620857767,-3.8935044627051574
259,3235.4432466635667,744.1193376031529,-58.72531545524545,179022.2540841804
260,-1372.6807159605237,557.8777539086298,-165.15164629237165,-2471.2975879030632
261,-50.504009246392116,43.496534684048896,-159.83858315202488,-0.038663820234673255
262,-721.6346807199909,929.6365348055831,34.2138955080504,-250.09052144472685
263,3127.292916879258,798.5531536668911,-120.92449221799035,149596.91882141834
264,545.3846342476515,-1017.6298232904271,-156.89124917113017,147.24045227173903
265,-1852.1193819343048,586.6863527936819,-37.06209733073227,-10005.892200493701
266,-2381.524634197507,-743.1082130020917,-181.6159852534343,-45618.81576828
267,754.4683041053515,191.304857940893,-149.2968753698672,100.36234186208385
268,1484.1073474171503,-1230.5739661880818,-260.9227310927399,4008.2610562068417
269,-4518.504957062711,7.1795515783307735,-82.75920862982379,-894088.5251981738
270,-18.43317290991341,-373.54629550510253,-99.52397394191753,-0.6818790866915938
271,-1915.9557634402263,-82.31427925297339,-119.56123126767622,-13032.465792296804
272,-1500.9322286673955,-451.8909581934214,-144.60131180185175,-4609.685782595844
273,-3629.651113373823,1309.0356684973988,-40.75353176239091,-289093.67300355167
274,-60.26807233038828,1436.0248927304158,-78.01090098208645,11.300043616107663
275,-4733.967519706866,236.29349219201373,14.172163105371055,-1089355.9092492526
276,3484.894943165963,1443.096081481674,-273.66003846351487,273021.21445746394
277,4307.659449870439,93.24540272833335,-95.8296711647599,679818.2412509248
278,360.7592697727964,718.5473815498849,-149.72987806663406,32.10706105939076
279,2189.5912657513372,355.11126221088693,-118.18365675711149,23536.847251126044
280,1965.7644586206636,1271.442174138288,-237.91953967097504,18532.970497375674
281,816.9855829856704,562.5522769182733,-182.12247541222717,211.3456552824844
282,1252.5273909159139,-344.96964903790206,-153.4177043275917,1232.71086309978
283,-1816.3486047342885,469.0095741553692,-124.65862310040087,-9436.795738084607
284,-205.43746366024413,-1097.7783870348455,-213.78649725594,-191.6851926179922
285,-3376.1873867528716,-25.350586211796895,-116.56599625703717,-212366.06157631116
286,1420.4106617239256,-504.0785133740677,-132.0399298280314,2412.8195137304647
287,514.5188702862387,206.40994722921016,-103.98873537484184,16.160195902537264
288,-344.6957885179763,477.4199976538447,-242.13548480633656,-9.400508688710824
289,-365.0572842577484,647.5681850665328,-150.238056720344,-22.29134516515658
290,-4537.9464801905615,-88.15100854495398,-264.8475969256337,-958830.6116929123
291,3275.4007153277184,2098.476192719074,-115.55763261450667,264862.5666843837
292,3409.106783062677,1701.8561255945199,-95.40168276091691,281198.28514648863
293,2066.87296583625,632.4467332521124,-35.7621428675626,19984.615774718048
294,-3007.366412217946,-55.28578030125618,-112.99845408047892,-119912.48323813632
295,1344.600322785904,172.84974229598077,-134.1914213562814,1921.117529951472
296,-836.0046522001118,1165.7760679991084,-141.35041996983077,-691.922974030258
297,1809.8415116463061,26.123372635685882,-94.87074451961055,8598.730185694467
298,2598.4728464145182,1187.496679815592,-53.75477472486935,70260.35747852837
299,-3537.3623126587836,-468.9708120455567,-255.91537648754525,-294126.60776337446
300,750.4287089739515,1239.2652596591995,-24.522325712655615,888.9294218037527
301,-908.2810197743044,1486.6013271562529,-60.678572436968494,-1554.0111054883994
302,926.8514844120124,292.1518233813336,-221.0586368486476,275.454225866725
303,692.0810332741538,-319.97607359705046,-211.12938193353207,55.22009112065558
304,-2007.9329813687104,592.5669542991909,-245.7868443364419,-16331.932514955275
305,3877.4426990457746,-545.0913041666382,-250.85347530332726,371338.75250706007
306,836.9663924513372,581.1509728773002,-114.15827541871724,269.3659379050805
307,711.2169613529464,474.83951377284814,-62.639453560422,123.15748577608704
308,-918.6095655465278,876.2108342260777,-141.11038608373994,-535.0513120324617
309,1175.3193819399717,14.765207914099392,-47.95059410102456,1005.0589501180449
310,2076.0365629920816,257.91749425600267,-132.9321729160809,17531.89086680882
311,-5826.855698703986,1382.2121203083605,-110.7302780209954,-3066931.792492679
312,-693.4533478164166,979.1941020441329,10.022298140208392,-260.5188815766358
313,418.8732154405197,472.04033898342436,-237.54442308136063,11.15980914578776
314,-3086.540861370863,1465.0233321731005,-177.5550716954283,-138268.54223935015
315,652.1741898893828,-7.446747727339584,-170.35619460381508,40.777505653761125
316,-1370.49430914929,249.01114724293595,-103.88033914776787,-2333.2112110619796
317,-906.1640936421496,59.08482412737348,-51.057524522390864,-295.899118078093
318,-1452.7811350653653,49.54606866446815,-70.76169173295234,-3137.216468814989
319,-4549.485248424212,465.7369182747082,-243.1821100513959,-933066.318843219
320,1940.9482247597157,530.575542383317,-169.98741993228992,13126.018302245322
321,-178.05476813828028,-870.4067696879154,-121.38697803125766,-53.911350472043345
322,1169.1882925904986,112.81811680485538,-135.1044433382006,926.3199738789874
323,-2251.1060584260163,-15.198145015530088,-176.04673140007299,-29260.742043995295
324,-1432.1126164851562,-554.6969013066913,-121.20964286396327,-3843.3086585681363
325,-3200.5532669699087,-673.3352110245131,-13.283459915852234,-172092.95524341209
326,287.2144320339287,-431.4293351830082,-87.66491687934865,3.075605302794171
327,2048.5072485661735,946.309394455796,-123.34315886342694,20423.569139372885
328,-322.89774961188715,718.8993731893454,-110.72796398786377,-24.644948713086745
329,1072.0173555536164,-637.8310387503814,-177.61556715809846,622.1025325234974
330,-1721.7126074415094,-1129.5719694628563,-129.79898510840485,-12554.391024086834
331,-699.6324089978597,314.0688052749145,-144.5694262086911,-91.90102872818862
332,-723.4513280036745,-958.7639819049134,-254.24529586107494,-669.3980807701878
333,1788.61710158031,864.3091338866824,-164.21087961681786,10138.36072746901
334,1363.5843417831923,-372.2285140597977,-185.01243280398486,1859.638987322715
335,345.40211850898976,538.1271550887843,-201.0857520159986,10.648289808197466
336,-3107.6028582787617,694.5931685334637,-74.48126196787327,-132967.11859405987
337,-6166.6355879863095,1345.0810678261091,-179.19082643279023,-4111102.244573009
338,-5105.492213072364,805.1057672967435,-182.60695946149818,-1617540.6649161032
339,-3796.3018577332755,-411.09376808836714,-145.38867492486978,-398782.1452759007
340,6116.378339226299,240.69268494776884,-250.90487913513488,3867370.634524541
341,-1892.6217148155558,682.9473357653419,-129.58359295233194,-11695.506530988812
342,2516.57809944846,973.9348808259145,-183.93569195357642,52865.88088123263
343,-1049.6455911936073,1290.7872619847772,-85.74924999620511,-1565.1513166988886
344,4218.677825222428,-578.4059835337846,-155.79474777418068,582315.8732919164
345,-1866.8531126289636,1327.9388811309607,-149.33565543264908,-13345.582394406943
346,2403.385900870633,71.65596266366535,-113.41886158701664,35878.902515236034
347,5261.549194489768,-142.23846461709627,-201.5408120963424,1791886.4003798442
348,3668.405797990611,932.5356400604659,-227.74107614646778,322838.46212056605
349,6853.371948282736,-442.41338113499376,-85.33943930148419,6837697.587636396
350,-1464.0840308728982,-684.7208804166828,-78.89430457533861,-4431.05600160073
351,821.5986802095313,1341.7488593365276,-111.20975681362269,1227.7262921243544
352,-530.042136070376,-240.8168413474051,-235.66738890943915,-46.193513147194395
353,1378.694080607717,-22.906809136829963,-163.44672755174545,2035.6621438265379
354,-1863.1773363595807,485.8228035317752,-272.2833312696164,-11465.830987459458
355,-712.3109032492117,893.9105386425816,-217.95404002946597,-254.48905932806736
356,-892.2970988129163,524.5666953691434,-197.732673148683,-332.56524494772253
357,-435.5045917076266,786.5771105081615,-104.47291344544828,-55.342016173504746
358,1793.1742840578825,71.32526652653223,-66.92804700348874,8411.585992476943
359,1025.9698320410066,-68.37987829058932,-130.877249780678,455.4119236397534
360,455.3965878746214,-1155.524295696177,-70.9612567698105,183.12529664089584
361,161.43090963044386,79.44095587627481,-130.2719880390259,0.01620194793275879
362,-6674.227334513431,-188.11855483960295,-93.4930391281714,-6320415.786699344
363,-4670.424156600243,168.7397251154494,-235.76843621220985,-1078593.6676187648
364,1466.1316065480075,-726.8612680682706,-187.20255195088095,2889.189676417682
365,-1719.090562951464,-55.71288794067874,-48.07557253795527,-7281.42579393726
366,216.8053440070151,74.46448936630773,-192.96364524207146,0.02826319526612169
367,-4631.59735182955,1023.5976706346789,-106.92217755247454,-977122.8629809688
368,5166.457509778299,229.75387502328363,-106.18960450463557,1703110.1571076964
369,2864.1765303665925,-206.23290183640546,-112.71339276005436,84683.98814205192
370,2718.4598047965405,440.5319450385446,-172.11826362179946,68679.61393963787
371,299.69837070418987,1289.1811143348527,11.904962310109397,306.7094308651059
372,424.5739487471318,1729.5212895521968,-153.64174656018744,1177.0047115649313
373,-2995.460251751887,791.6613899362652,-121.2577816658762,-112295.71713255871
374,3637.6338304765495,637.3858370653915,-103.50216844270408,308656.1730763756
375,1588.0619142223336,478.82235262139164,-77.03524757495906,5137.1351857731515
376,942.0768279328532,1330.3766433265978,-154.66181775097866,1571.026259720208
377,535.3664556858839,-30.537854855471437,-122.11895848436609,15.722362526402707
